id,title_en,title_es,current_type,current_route,current_level,current_domain,learning_objective,actual_user_action,estimated_minutes,prerequisites,related_concepts,primary_sources,images,interactive_elements,technical_accuracy_status,content_depth,cognitive_load,duplication_candidates,target_route,target_stage,target_type,recommended_action,migration_notes,confidence
resource:nist-ai-rmf,NIST AI Risk Management Framework (AI RMF 1.0),NIST AI Risk Management Framework (AI RMF 1.0),reading-resource,/[locale]/resources#nist-ai-rmf,L6,ai-engineering,"The Govern/Map/Measure/Manage structure that enterprise risk and legal teams already recognise, so your AI controls land as compliance work rather than engineering preference.",open-external,0,,ai-governance-responsible-ai-program|security-program-adversarial,https://www.nist.gov/itl/ai-risk-management-framework,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:openai-agents-python,OpenAI Agents SDK (Python),OpenAI Agents SDK (Python),reading-resource,/[locale]/resources#openai-agents-python,L4,ai-engineering,"A deliberately small agent framework whose source you can read end to end, which is the fastest way to see what a framework is really doing for you.",open-external,0,,,https://github.com/openai/openai-agents-python,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:openai-cookbook,OpenAI Cookbook,OpenAI Cookbook,reading-resource,/[locale]/resources#openai-cookbook,L4,ai-engineering,"The other provider's canonical recipe set, worth reading precisely to see where the two APIs disagree and where your abstraction must be neutral.",open-external,0,,prompting-as-incontext,https://github.com/openai/openai-cookbook,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:openhands,OpenHands,OpenHands,reading-resource,/[locale]/resources#openhands,L5,ai-engineering,"A production-scale open coding agent whose sandboxing, runtime and evaluation harness show what it costs to run autonomous agents safely.",open-external,0,,ai-architecture-guardrails|security-program-adversarial,https://github.com/All-Hands-AI/OpenHands,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:otel-genai-semconv,OpenTelemetry GenAI Semantic Conventions,OpenTelemetry GenAI Semantic Conventions,reading-resource,/[locale]/resources#otel-genai-semconv,L5,ai-engineering,"The standard span, metric and event names for LLM and agent telemetry, so your traces stay portable across vendors instead of locking you into one dashboard.",open-external,0,,ai-observability|observability-for-distributed-systems,https://github.com/open-telemetry/semantic-conventions-genai,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:owasp-llm-top-10-2025,OWASP Top 10 for LLM Applications (2025),OWASP Top 10 for LLM Applications (2025),reading-resource,/[locale]/resources#owasp-llm-top-10-2025,L5,ai-engineering,"The shared vocabulary — prompt injection, excessive agency, unbounded consumption — that lets you run a real threat model review of an agent instead of an argument about vibes.",open-external,0,,injection-basics|owasp-llm-threat-model|security-engineering-threat-modeling-authn|security-program-adversarial,https://genai.owasp.org/llm-top-10/,,,link-verified,4,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:promptfoo,promptfoo,promptfoo,reading-resource,/[locale]/resources#promptfoo,L4,ai-engineering,"Declarative side-by-side prompt and model comparison plus red-teaming, so migration and vendor decisions come with a diff instead of an opinion.",open-external,0,,eval-driven-dev|llm-judge|owasp-llm-threat-model|security-program-adversarial,https://github.com/promptfoo/promptfoo,,,link-verified,4,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:rag-paper-lewis-2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,reading-resource,/[locale]/resources#rag-paper-lewis-2020,L4,ai-engineering,"The original RAG paper, worth reading to see that retrieval was designed as a trained component and to understand what today's bolt-on pipelines gave up.",open-external,0,,finetune-vs-prompt|rag-as-system|rag-retrieval-quality,https://arxiv.org/abs/2005.11401,,,link-verified,3,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:raschka-ahead-of-ai,Ahead of AI,Ahead of AI,reading-resource,/[locale]/resources#raschka-ahead-of-ai,L4,ai-engineering,"Careful, code-level explanations of new architectures and training methods, which is how you keep your fundamentals from going stale.",open-external,0,,,https://magazine.sebastianraschka.com/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:shreya-shankar-defense-evals,In Defense of AI Evals,In Defense of AI Evals,reading-resource,/[locale]/resources#shreya-shankar-defense-evals,L5,ai-engineering,"A researcher answers the common objections to evals, which is what you need when a skeptical team pushes back on the investment.",open-external,0,,eval-as-org-capability|eval-driven-dev,https://www.sh-reya.com/blog/in-defense-ai-evals/,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:simon-willison-llms-2024,Things we learned about LLMs in 2024,Things we learned about LLMs in 2024,reading-resource,/[locale]/resources#simon-willison-llms-2024,L4,ai-engineering,"A year compressed into the handful of shifts that mattered — price collapse, context growth, multimodality — so you can date your own mental model.",open-external,0,,,https://simonwillison.net/2024/Dec/31/llms-in-2024/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:simon-willison-year-in-llms-2025,The Year in LLMs (2025),The Year in LLMs (2025),reading-resource,/[locale]/resources#simon-willison-year-in-llms-2025,L4,ai-engineering,"The same annual reckoning for the year agents and coding tools went mainstream, useful for calibrating what is now table stakes.",open-external,0,,,https://simonwillison.net/2025/Dec/31/the-year-in-llms/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:smolagents,smolagents,smolagents,reading-resource,/[locale]/resources#smolagents,L4,ai-engineering,"A minimal code-writing agent in a few thousand lines, ideal for stripping the mystique out of agent loops before you choose a heavier stack.",open-external,0,,agency-spectrum,https://github.com/huggingface/smolagents,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:stanford-cs336,Stanford CS336: Language Modeling from Scratch,Stanford CS336: Language Modeling from Scratch,reading-resource,/[locale]/resources#stanford-cs336,L5,ai-engineering,"The full stack of building a language model — data, tokenisation, systems, scaling laws, alignment — at a depth that makes you dangerous in architecture reviews.",open-external,0,,build-buy-model-strategy|data-curation-finetuning-evals,https://cs336.stanford.edu/,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:swe-agent,SWE-agent,SWE-agent,reading-resource,/[locale]/resources#swe-agent,L5,ai-engineering,"A research-grade coding agent with a documented agent-computer interface, the best worked example of how tool design decides agent success rates.",open-external,0,,tools-function-calling,https://github.com/SWE-agent/SWE-agent,,,link-verified,1,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:the-batch,The Batch,The Batch,reading-resource,/[locale]/resources#the-batch,L3,ai-engineering,"A weekly filter over AI news with an engineer's framing, cheap insurance against missing something your leadership will ask about.",open-external,0,,,https://www.deeplearning.ai/the-batch/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:thinking-machines-blog,Thinking Machines Lab — Blog,Thinking Machines Lab — Blog,reading-resource,/[locale]/resources#thinking-machines-blog,L5,ai-engineering,Deep technical write-ups on things like inference determinism and fine-tuning that change how you debug model behaviour at scale.,open-external,0,,,https://thinkingmachines.ai/blog/,,,link-verified,0,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:twelve-factor-agents,12-Factor Agents,12-Factor Agents,reading-resource,/[locale]/resources#twelve-factor-agents,L5,ai-engineering,"Names the engineering principles that separate an agent you can operate from one you merely demoed — own your prompts, own your control flow, keep state explicit.",open-external,0,,agency-spectrum|concrete-agent-orchestration-patterns-and,https://github.com/humanlayer/12-factor-agents,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:vllm-blog,vLLM Blog,vLLM Blog,reading-resource,/[locale]/resources#vllm-blog,L5,ai-engineering,"Serving internals — paged attention, batching, quantisation — that let you argue about throughput and latency with numbers instead of vibes.",open-external,0,,cost-latency-per-request|performance-engineering-methodology-capacity-planning,https://vllm.ai/blog,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:vllm-repo,vLLM,vLLM,reading-resource,/[locale]/resources#vllm-repo,L5,ai-engineering,"The de facto open inference server, so reading its scheduler and cache code teaches you where your tokens-per-second and your bill really come from.",open-external,0,,cost-latency-per-request|unit-economics-at-scale,https://github.com/vllm-project/vllm,,,link-verified,2,0,,ai-architect,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
resource:abl-continuous-delivery,Going faster with continuous delivery,Going faster with continuous delivery,reading-resource,/[locale]/resources#abl-continuous-delivery,L3,execution-delivery,"Makes the case, with Amazon's own pipeline structure, that faster and safer releases come from the same investment rather than opposing each other.",open-external,0,,dora-as-team-signal|green-trunk-ci-hygiene,https://aws.amazon.com/builders-library/going-faster-with-continuous-delivery/,,,link-verified,2,0,,staff-engineer,,source,REWRITE,"Add question answered, difficulty, prerequisites, relevant section, essential/deep-dive state.",high
